key,description
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_PLUS_YTD1,ABL_BAL_ADJUSTED_PLUS_YTD1 Positive adjustment balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_MINUS_YTD1,ABL_BAL_ADJUSTED_MINUS_YTD1 Negative adjustment balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BILL_METHOD_CD,ABL_BILL_METHOD_CD Reference key to lookup billing method
API_ACCOUNT_BALANCES.ABL_PMT_AMT,ABL_PMT_AMT Promotional balance billing payment amount
API_ACCOUNT_BALANCES.ABL_PMT_PER,ABL_PMT_PER Promotional balance billing payment percentage
API_ACCOUNT_BALANCES_AMORTIZE.ABA_APP_ORIG_SYS_XREF,ABA_APP_ORIG_SYS_XREF External Reference Number
API_ACCOUNT_BALANCES_AMORTIZE.ABA_TXN_TYPE_CD1,ABA_TXN_TYPE_CD1 Amortize transaction type code 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL1,ABA_BAL1 Total amount to be amortize for balance type 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_EARNED1,ABA_BAL_EARNED1 Amortize Amount earned for balance type 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_WRITEOFF1,ABA_BAL_WRITEOFF1 Amortize amount written-off for balance type 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_TXN_TYPE_CD2,ABA_TXN_TYPE_CD2 Amortize transaction type code 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL2,ABA_BAL2 Total amount to be amortize for balance type 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_EARNED2,ABA_BAL_EARNED2 Amortize Amount earned for balance type 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_WRITEOFF2,ABA_BAL_WRITEOFF2 Amortize amount written-off for balance type 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_TXN_TYPE_CD3,ABA_TXN_TYPE_CD3 Amortize transaction type code 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL3,ABA_BAL3 Total amount to be amortize for balance type 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_EARNED3,ABA_BAL_EARNED3 Amortize Amount earned for balance type 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_WRITEOFF3,ABA_BAL_WRITEOFF3 Amortize amount written-off for balance type 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_TXN_TYPE_CD4,ABA_TXN_TYPE_CD4 Amortize transaction type code 4
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL4,ABA_BAL4 Total amount to be amortize for balance type 4
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_EARNED4,ABA_BAL_EARNED4 Amortize Amount earned for balance type 4
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_WRITEOFF4,ABA_BAL_WRITEOFF4 Amortize amount written-off for balance type 4
API_ACCOUNT_BALANCES_AMORTIZE.ABA_TXN_TYPE_CD5,ABA_TXN_TYPE_CD5 Amortize transaction type code 5
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL5,ABA_BAL5 Total amount to be amortize for balance type 5
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_EARNED5,ABA_BAL_EARNED5 Amortize Amount earned for balance type 5
API_ACCOUNT_BALANCES_AMORTIZE.ABA_BAL_WRITEOFF5,ABA_BAL_WRITEOFF5 Amortize amount written-off for balance type 5
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_RATE1,ABA_FASB_RATE1 Interest rate for the FASB amortization calculation 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_BAL1,ABA_FASB_BAL1 Total FASB amortization balance 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_EFFECTIVE_BAL1,ABA_FASB_EFFECTIVE_BAL1 Total effective FASB amortization balance 1
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_RATE2,ABA_FASB_RATE2 Interest rate for the FASB amortization calculation 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_BAL2,ABA_FASB_BAL2 Total FASB amortization balance 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_EFFECTIVE_BAL2,ABA_FASB_EFFECTIVE_BAL2 Total effective FASB amortization balance 2
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_RATE3,ABA_FASB_RATE3 Interest rate for the FASB amortization calculation 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_BAL3,ABA_FASB_BAL3 Total FASB amortization balance 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FASB_EFFECTIVE_BAL3,ABA_FASB_EFFECTIVE_BAL3 Total effective FASB amortization balance 3
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_FREQ_CD1,ABA_AMORTIZE_FREQ_CD1 Stores the amortization frequency -1 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_FREQ_CD2,ABA_AMORTIZE_FREQ_CD2 Stores the amortization frequency -2 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_FREQ_CD3,ABA_AMORTIZE_FREQ_CD3 Stores the amortization frequency -3 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_FREQ_CD4,ABA_AMORTIZE_FREQ_CD4 Stores the amortization frequency -4 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_FREQ_CD5,ABA_AMORTIZE_FREQ_CD5 Stores the amortization frequency -5 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT1,ABA_AMORTIZE_START_DT1 Stores the amortization start date -1 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT2,ABA_AMORTIZE_START_DT2 Stores the amortization start date -2 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT3,ABA_AMORTIZE_START_DT3 Stores the amortization start date -3 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT4,ABA_AMORTIZE_START_DT4 Stores the amortization start date -4 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT5,ABA_AMORTIZE_START_DT5 Stores the amortization start date -5 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT1,ABA_FIRST_AMORTIZE_DT1 Stores the first amortization date-1 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT2,ABA_FIRST_AMORTIZE_DT2 Stores the first amortization date-2 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT3,ABA_FIRST_AMORTIZE_DT3 Stores the first amortization date-3 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT4,ABA_FIRST_AMORTIZE_DT4 Stores the first amortization date-4 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT5,ABA_FIRST_AMORTIZE_DT5 Stores the first amortization date-5 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_END_DT1,ABA_AMORTIZE_END_DT1 Stores the amortization end date -1 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_END_DT2,ABA_AMORTIZE_END_DT2 Stores the amortization end date -2 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_END_DT3,ABA_AMORTIZE_END_DT3 Stores the amortization end date -3 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_END_DT4,ABA_AMORTIZE_END_DT4 Stores the amortization end date -4 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_END_DT5,ABA_AMORTIZE_END_DT5 Stores the amortization end date -5 for the balance and it is used for converting accounts from other system
API_ACCOUNT_BALANCES_AMORTIZE.ABA_DT,ABA_DT Amortization Date
API_ACCOUNT_BALANCES_AMORTIZE.ABA_AMORTIZE_START_DT,ABA_AMORTIZE_START_DT Stores the date on which amortization of the balance should start
API_ACCOUNT_BALANCES_AMORTIZE.ABA_FIRST_AMORTIZE_DT,ABA_FIRST_AMORTIZE_DT Stores the first amortization date for the balance
API_ACCOUNT_BALANCES_AMORTIZE.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNT_BALANCES_AMORTIZE.CREATION_DATE,CREATION_DATE Standard Who
API_TXNS.TXN_APP_ORIG_SYS_XREF,TXN_APP_ORIG_SYS_XREF Reference key to account id of legacy system
API_TXNS.TXN_SEQ,TXN_SEQ The transaction sequence number
API_TXNS.TXN_TCD_CODE,TXN_TCD_CODE Reference key to transaction
API_TXNS.TXN_REASON_CD,TXN_REASON_CD Reference key to lookup transaction reason
API_TXNS.TXN_MODE_CD,TXN_MODE_CD Reference key to lookup transaction mode
API_TXNS.TXN_REFERENCE,TXN_REFERENCE Reference information
API_TXNS.TXN_COMMENT,TXN_COMMENT The error reason or comment for transaction posting
API_TXNS.TXN_BALANCE_AMT,TXN_BALANCE_AMT The receivable balance after the posting of the current transaction
API_TXNS.TXN_POST_DT,TXN_POST_DT Date when the transaction was posted to the system
API_TXNS.TXN_DT,TXN_DT Transaction effective date
API_TXNS.TXN_AMT,TXN_AMT Transaction amount
API_TXNS.TXN_PMT_AMT,TXN_PMT_AMT New payment amount
API_TXNS.TXN_SPR_SPREAD,TXN_SPR_SPREAD Reference key to spread
API_TXNS.PAL_AMT_ADV,PAL_AMT_ADV The payment amount allocated to Advance balance
API_TXNS.PAL_AMT_INT,PAL_AMT_INT The payment amount allocated to Interest balance
API_TXNS.PAL_AMT_LC,PAL_AMT_LC The payment amount allocated to Late Charge Fee balance
API_TXNS.PAL_AMT_NSF,PAL_AMT_NSF The payment amount allocated to NSF Fee balance
API_TXNS.PAL_AMT_OVERAGE,PAL_AMT_OVERAGE The payment amount allocated to overage
API_TXNS.PAL_AMT_EXT,PAL_AMT_EXT The payment amount allocated to Extension Fee balance
API_TXNS.PAL_AMT_MEM,PAL_AMT_MEM The payment amount allocated to Membership Fee balance
API_TXNS.PAL_AMT_OVR,PAL_AMT_OVR The payment amount allocated to Overlimit Fee balance
API_TXNS.PAL_AMT_FADV,PAL_AMT_FADV The payment amount allocated to Advance Fee balance
API_TXNS.PAL_AMT_PPP,PAL_AMT_PPP The payment amount allocated to Pre Payment Penalty Fee balance
API_TXNS.PAL_AMT_OVR,PAL_AMT_OVR The payment amount allocated to Overlimit Fee balance
API_TXNS.PAL_AMT_PPP,PAL_AMT_PPP The payment amount allocated to Pre Payment Penalty Fee balance
API_TXNS.PAL_AMT_FADV,PAL_AMT_FADV The payment amount allocated to Advance Fee balance
API_TXNS.PAL_AMT_MEM,PAL_AMT_MEM The payment amount allocated to Membership Fee balance
API_TXNS.PAL_AMT_EXT,PAL_AMT_EXT The payment amount allocated to Extension Fee balance
API_TXNS.TXN_PMT_AMT,TXN_PMT_AMT New payment amount
API_TXNS.TXN_PRIMARY_IND,TXN_PRIMARY_IND Indicates whether the transaction is a primary transaction
API_TXNS.TXN_CURRENCY_AMT,TXN_CURRENCY_AMT Currency Transaction Amount
API_TXNS.TXN_CUR_CURRENCY_CODE,TXN_CUR_CURRENCY_CODE Reference key to Currency
API_TXNS.TXN_EXTN_TERM,TXN_EXTN_TERM New extension term
API_TXNS.TXN_DUE_DT,TXN_DUE_DT Due date of the billing transaction
API_TXNS.CREATED_BY,CREATED_BY Standard Who
API_TXNS.CREATION_DATE,CREATION_DATE Standard Who
API_COMMENTS.ACM_APP_ORIG_SYS_XREF,ACM_APP_ORIG_SYS_XREF Reference key to account comment of legacy system
API_COMMENTS.ACM_SEQ,ACM_SEQ Sequence number for account comment
API_COMMENTS.ACM_COMMENT,ACM_COMMENT A miscellaneous comment entered by the user
API_COMMENTS.ACM_COMMENT_DT,ACM_COMMENT_DT Account comment date
API_COMMENTS.ACM_COMMENT_BY,ACM_COMMENT_BY The name of the user entering and saving the comment
API_COMMENTS.ACM_COMMENT_TYPE_CD,ACM_COMMENT_TYPE_CD The type of the comment  such as REG - Regular and SYG - System Generated
API_COMMENTS.ACM_COMMENT_SUB_TYPE_CD,ACM_COMMENT_SUB_TYPE_CD The sub-type of the comment  such as ORG - Originations
API_COMMENTS.ACM_COMMENT_IMP_IND,ACM_COMMENT_IMP_IND Indicates if the comment is considered important
API_COMMENTS.ACM_ERROR_IND,ACM_ERROR_IND Error indicator for account comment
API_COMMENTS.CREATION_DATE,CREATION_DATE Standard Who
API_COMMENTS.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNT_REPMT_SCHEDULE.ACP_APP_ORIG_SYS_XREF,ACP_APP_ORIG_SYS_XREF Reference key to application id of legacy system and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_SEQ,ACP_SEQ Sequence number for account repayment schedule and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_REPAYMENT_DT,ACP_REPAYMENT_DT Stores the payment date for repayment schedule and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_REPAYMENT_AMT,ACP_REPAYMENT_AMT Stores the payment amount for repayment schedule and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_NO_OF_PMTS,ACP_NO_OF_PMTS Stores the number of payments for repayment schedule and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_SYSTEM_GENERATED_IND,ACP_SYSTEM_GENERATED_IND Indicates if the payment in schedule is system generated and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.ACP_PRINCIPAL_AMT,ACP_PRINCIPAL_AMT Stores Interest Amount calculated
API_ACCOUNT_REPMT_SCHEDULE.ACP_INTEREST_AMT,ACP_INTEREST_AMT Stores Principal Amount calculated
API_ACCOUNT_REPMT_SCHEDULE.CREATED_BY,CREATED_BY Standard Who and it is used for converting accounts from other system
API_ACCOUNT_REPMT_SCHEDULE.CREATION_DATE,CREATION_DATE Standard Who and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_APP_ORIG_SYS_XREF,ACR_APP_ORIG_SYS_XREF Reference key to application id of legacy system and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_SEQ,ACR_SEQ Sequence Id for account rate change schedule and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_RATE_CHG_FREQ_TYPE_CD,ACR_RATE_CHG_FREQ_TYPE_CD Reference key to lookup rate change frequency type and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_RATE_CHG_PERIOD,ACR_RATE_CHG_PERIOD Stores the time or period between subsequent rate change based on rate adjustment frequency and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_RATE_CHG_OCCURANCES,ACR_RATE_CHG_OCCURANCES The number of rate adjustments that should take place for particular frequency and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.ACR_CURRENT_IND,ACR_CURRENT_IND Indicates the current rate change schedule being applied on account and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.CREATED_BY,CREATED_BY Standard Who and it is used for converting accounts from other system
API_ACCOUNT_RATE_SCHEDULE.CREATION_DATE,CREATION_DATE Standard Who and it is used for converting accounts from other system
API_INSURANCES.INS_PRIMARY_BENEFICIARY,INS_PRIMARY_BENEFICIARY Stores the primary beneficiary for the insurance details
API_INSURANCES.INS_CANCEL_REASON_CD,INS_CANCEL_REASON_CD Reference key to lookup insurance cancel reason
API_INSURANCES.INS_APP_ORIG_SYS_XREF,INS_APP_ORIG_SYS_XREF Reference key to application id of legacy system
API_INSURANCES.INS_COMPANY,INS_COMPANY Stores the insurance company name
API_INSURANCES.INS_PHONE_NO1,INS_PHONE_NO1 Stores the phone number #1 for the insurance transaction
API_INSURANCES.INS_PHONE_EXTN1,INS_PHONE_EXTN1 Stores phone number extension for insurance details
API_INSURANCES.INS_PHONE_NO2,INS_PHONE_NO2 Stores phone number for insurance details
API_INSURANCES.INS_PHONE_EXTN2,INS_PHONE_EXTN2 Stores the phone number #2 for the insurance details
API_INSURANCES.INS_POLICY_NBR,INS_POLICY_NBR Stores insurance policy number
API_INSURANCES.INS_EFFECTIVE_DT,INS_EFFECTIVE_DT Stores insurance effective date
API_INSURANCES.INS_TERM,INS_TERM Stores insurance term
API_INSURANCES.INS_EXPIRY_DT,INS_EXPIRY_DT Stores insurance expiry date
API_INSURANCES.INS_PREMIUM_AMT,INS_PREMIUM_AMT Stores the premium amount for the insurance
API_INSURANCES.INS_SECONDARY_BENEFICIARY,INS_SECONDARY_BENEFICIARY Stores secondary beneficiary for the insurance
API_INSURANCES.INS_CANCEL_DT,INS_CANCEL_DT Stores Insurance cancellation date
API_INSURANCES.INS_CANCEL_TERM_REM,INS_CANCEL_TERM_REM The remaining term of the contract at the time of cancellation
API_INSURANCES.INS_REFUND_AMT_EST,INS_REFUND_AMT_EST Stores the estimated refund amount for the insurance
API_INSURANCES.INS_REFUND_AMT_RCVD,INS_REFUND_AMT_RCVD Stores the refund amount received from the insurance company
API_INSURANCES.INS_COMPLETE_REFUND_RCVD_IND,INS_COMPLETE_REFUND_RCVD_IND Indicates the complete refund received
API_INSURANCES.INS_INSURANCE_TYPE_CD,INS_INSURANCE_TYPE_CD Reference key to lookup insurance type
API_INSURANCES.INS_SUB_TYPE_CD,INS_SUB_TYPE_CD Reference key to lookup insurance sub type
API_INSURANCES.INS_COMMENT,INS_COMMENT Stores the comment for the insurance details
API_INSURANCES.INS_REFUND_ALLOWED_IND,INS_REFUND_ALLOWED_IND Indicates whether or not the insurance cancellation is allowed
API_INSURANCES.INS_REFUND_CALC_METHOD_CD,INS_REFUND_CALC_METHOD_CD Stores the contract method that is used to calculate refund in the event of insurance cancellation
API_INSURANCES.INS_CONTRACT_IND,INS_CONTRACT_IND Indicates if the insurance was part of contract
API_INSURANCES.INS_INSURANCE_STATUS_CD,INS_INSURANCE_STATUS_CD Reference key to lookup insurance status
API_INSURANCES.INS_INSURANCE_MODE_CD,INS_INSURANCE_MODE_CD Reference key to lookup insurance mode
API_INSURANCES.INS_CANCEL_FEE,INS_CANCEL_FEE Stores the insurance cancellation fee amount
API_INSURANCES.INS_GRACE_PERIOD_FEE_IND,INS_GRACE_PERIOD_FEE_IND Indicates whether or not cancellation fee could be charged during grace days
API_INSURANCES.INS_CANCEL_GRACE_DAYS,INS_CANCEL_GRACE_DAYS The number of days that allows insurance cancellation without fee
API_INSURANCES.INS_CANCEL_FEE_FROM_CD,INS_CANCEL_FEE_FROM_CD Cancel fee from rebate or premium possible values PRM/RBT/NULL
API_INSURANCES.INS_TXN_DT,INS_TXN_DT Date of Transaction
API_INSURANCES.CREATED_BY,CREATED_BY Standard Who
API_INSURANCES.INS_PIN_CODE,INS_PIN_CODE Pin Code
API_INSURANCES.CREATION_DATE,CREATION_DATE Standard Who
API_INSURANCES.INS_TXN_DT,INS_TXN_DT Date of Transaction
API_SUBVENTIONS.SBV_APP_ORIG_SYS_XREF,SBV_APP_ORIG_SYS_XREF Reference key to application id of legacy system
API_SUBVENTIONS.SBV_SBP_CODE,SBV_SBP_CODE Stores the Subvention plan code
API_SUBVENTIONS.SBV_SBP_DESC,SBV_SBP_DESC Stores the Subvention Plan description
API_SUBVENTIONS.SBV_SSP_CODE,SBV_SSP_CODE Stores the Subvention Sub-plan code
API_SUBVENTIONS.SBV_SSP_DESC,SBV_SSP_DESC Stores the Subvention Sub-plan description
API_SUBVENTIONS.SBV_SUBVENTION_TYPE_CD,SBV_SUBVENTION_TYPE_CD Reference key to lookup subvention_type_cd such as RATE CASH_BONUS etc
API_SUBVENTIONS.SBV_PRO_ID,SBV_PRO_ID Stores the producer id
API_SUBVENTIONS.SBV_SBV_CALC_METHOD_CD,SBV_SBV_CALC_METHOD_CD Reference key to lookup sbv_calc_method_cd such as SPREAD_DEFAULT SPREAD_DEFAULT_PV etc
API_SUBVENTIONS.SBV_SBV_COLLECTION_METHOD_CD,SBV_SBV_COLLECTION_METHOD_CD Reference key to lookup sbv_collection_method_cd such as UPFRONT UPFRONT_STMT etc
API_SUBVENTIONS.SBV_SUBVENTION_AMT,SBV_SUBVENTION_AMT Stores the subvention amount
API_SUBVENTIONS.SBV_SUBVENTION_RATE,SBV_SUBVENTION_RATE Stores the subvention rate
API_SUBVENTIONS.SBV_RFND_PDOFF_CALC_METHOD_CD,SBV_RFND_PDOFF_CALC_METHOD_CD Reference key to lookup RFND_PDOFF_CALC_METHOD_CD such as PERCENTAGE EARNED etc
API_SUBVENTIONS.SBV_RFND_PDOFF_BASIS_CD,SBV_RFND_PDOFF_BASIS_CD Reference key to lookup RFND_PDOFF_BASIS_CD such as TERM DAYS etc
API_SUBVENTIONS.SBV_RFND_PDOFF_PER,SBV_RFND_PDOFF_PER Stores the paid-off refund percentage
API_SUBVENTIONS.SBV_RFND_PDOFF_PERIOD,SBV_RFND_PDOFF_PERIOD Stores the paid-off basis code for refund
API_SUBVENTIONS.SBV_RFND_CHGOFF_CALC_METHOD_CD,SBV_RFND_CHGOFF_CALC_METHOD_CD Reference key to lookup RFND_CHGOFF_CALC_METHOD_CD such as PERCENTAGE EARNED etc
API_SUBVENTIONS.SBV_RFND_CHGOFF_BASIS_CD,SBV_RFND_CHGOFF_BASIS_CD Reference key to lookup RFND_CHGOFF_BASIS_CD such as TERM DAYS etc
API_SUBVENTIONS.SBV_RFND_CHGOFF_PER,SBV_RFND_CHGOFF_PER Stores the charge-off refund percentage
API_SUBVENTIONS.SBV_RFND_CHGOFF_PERIOD,SBV_RFND_CHGOFF_PERIOD Stores the charge-off refund period
API_SUBVENTIONS.SBV_SUBVENTION_TCD_CODE,SBV_SUBVENTION_TCD_CODE Stores the subvention transaction code
API_SUBVENTIONS.SBV_UPFNT_ITEMIZATION_TCD_CODE,SBV_UPFNT_ITEMIZATION_TCD_CODE Stores the upfront itemization transaction code
API_SUBVENTIONS.SBV_AMORTIZE_TXN_TYPE_CD,SBV_AMORTIZE_TXN_TYPE_CD Stores the amortization transaction type
API_SUBVENTIONS.SBV_AMORTIZE_CALC_METHOD_CD,SBV_AMORTIZE_CALC_METHOD_CD Stores the amortization calculation method
API_SUBVENTIONS.SBV_AMORTIZE_FREQ_CD,SBV_AMORTIZE_FREQ_CD Stores the amortization frequency
API_SUBVENTIONS.SBV_AMORTIZE_FEE_METHOD_CD,SBV_AMORTIZE_FEE_METHOD_CD Stores the amortization Fee Method
API_SUBVENTIONS.SBV_FIRST_AMORTIZE_DT,SBV_FIRST_AMORTIZE_DT Stores the first amortization date
API_SUBVENTIONS.SBV_AMORTIZE_START_DT,SBV_AMORTIZE_START_DT Stores the amortization start date
API_SUBVENTIONS.SBV_SBV_STATUS_TYPE_CD,SBV_SBV_STATUS_TYPE_CD Stores the Subvention status (REQUEST  DECISION or CONTRACT)
API_SUBVENTIONS.CREATION_DATE,CREATION_DATE Standard Who
API_SUBVENTIONS.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNT_PMT_CHG_SCH.ART_APP_ORIG_SYS_XREF,ART_APP_ORIG_SYS_XREF Reference key to application id of legacy system and it is used for converting accounts from other system
API_ACCOUNT_PMT_CHG_SCH.ART_SEQ,ART_SEQ Sequence Id For Account Payment Change Schedule
API_ACCOUNT_PMT_CHG_SCH.ART_FREQ,ART_FREQ Reference key to lookup payment change frequency type such as TERM
API_ACCOUNT_PMT_CHG_SCH.ART_NO_OF_ADJUSTMENTS,ART_NO_OF_ADJUSTMENTS The number of adjustments that should take place for particular frequency
API_ACCOUNT_PMT_CHG_SCH.ART_PERIOD,ART_PERIOD Stores the period between subsequent payment change based on payment adjustment frequency
API_ACCOUNT_PMT_CHG_SCH.ART_OPTION_TYPE,ART_OPTION_TYPE The identifier for the repayment type such as STEP UP  STEP DOWN or BULLET
API_ACCOUNT_PMT_CHG_SCH.ART_ADJUSTMENT_VALUE,ART_ADJUSTMENT_VALUE Value adjusted against payment
API_ACCOUNT_PMT_CHG_SCH.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNT_PMT_CHG_SCH.CREATION_DATE,CREATION_DATE Standard Who
API_BUSINESS_APPL_AFFILIATES.BSL_APP_ORIG_SYS_XREF,BSL_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_AFFILIATES.BSL_ORGANIZATION_TYPE_CD,BSL_ORGANIZATION_TYPE_CD   Stores Organization Type
API_BUSINESS_APPL_AFFILIATES.BSL_LEGAL_NAME,BSL_LEGAL_NAME   Stores the Legal Name
API_BUSINESS_APPL_AFFILIATES.BSL_BUSINESS_NAME,BSL_BUSINESS_NAME   Stores the Business Name
API_BUSINESS_APPL_AFFILIATES.BSL_TAX_ID,BSL_TAX_ID   Tax ID
API_BUSINESS_APPL_AFFILIATES.BSL_PERC_OWNERSHIP,BSL_PERC_OWNERSHIP   Stores the Percentage Ownership
API_BUSINESS_APPL_AFFILIATES.BSL_NO_OF_EMPLOYEES,BSL_NO_OF_EMPLOYEES   Stores Number of Employees
API_BUSINESS_APPL_AFFILIATES.BSL_NAICS_CODE,BSL_NAICS_CODE   Stores NAICS Code
API_BUSINESS_APPL_AFFILIATES.BSL_ADDRESS_NBR,BSL_ADDRESS_NBR   Address Number
API_BUSINESS_APPL_AFFILIATES.BSL_ADDRESS1,BSL_ADDRESS1   Stores the First Line of Address
API_BUSINESS_APPL_AFFILIATES.BSL_CITY,BSL_CITY   City Name
API_BUSINESS_APPL_AFFILIATES.BSL_STATE_CD,BSL_STATE_CD   State Name
API_BUSINESS_APPL_AFFILIATES.BSL_ZIP,BSL_ZIP   Zip Code
API_BUSINESS_APPL_AFFILIATES.BSL_COUNTRY_CD,BSL_COUNTRY_CD   Country Name
API_BUSINESS_APPL_AFFILIATES.BSL_POSTAL_ADDRESS_TYPE_CD,BSL_POSTAL_ADDRESS_TYPE_CD   Postal Address Type Code
API_BUSINESS_APPL_AFFILIATES.BSL_PHONE,BSL_PHONE   Phone Number
API_BUSINESS_APPL_AFFILIATES.BSL_PHONE_ISD_CD,BSL_PHONE_ISD_CD Phone ISD code
API_BUSINESS_APPL_AFFILIATES.BSL_ZIP_EXTN,BSL_ZIP_EXTN Zip Code Extension for Business applicant affiliates
API_BUSINESS_APPL_AFFILIATES.BSL_ADDRESS2,BSL_ADDRESS2 Second line of Address
API_BUSINESS_APPL_PARTNERS.BSP_APP_ORIG_SYS_XREF,BSP_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_PARTNERS.BSP_FIRST_NAME,BSP_FIRST_NAME   Stores the First Name
API_BUSINESS_APPL_PARTNERS.BSP_LAST_NAME,BSP_LAST_NAME   Stores the Last Name
API_BUSINESS_APPL_PARTNERS.BSP_SSN,BSP_SSN   Stores the SSN Number
API_BUSINESS_APPL_PARTNERS.BSP_BIRTH_DT,BSP_BIRTH_DT   Stores the Birth Date
API_BUSINESS_APPL_PARTNERS.BSP_PERC_OWNERSHIP,BSP_PERC_OWNERSHIP   Stores the Percentage of Ownership
